,Unnamed: 0,KEMENTERIAN/LEMBAGA,SUMBER DANA,PROGRAM,FUNGSI,OUTPUT (KRO),JENIS BELANJA,AKUN 4 DIGIT,REALISASI BELANJA KL (KRO),Nilai,PAGU DIPA REVISI,BLOKIR DIPA REVISI,PAGU DIPA AWAL,BLOKIR DIPA AWAL,Tahun
47257,47257,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5801 BKB Pemantauan produk,52 BELANJA BARANG,5211 Belanja Barang Operasional,90000000.0,90000000.0,90000000.0,0.0,120000000.0,0.0,2022
47258,47258,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5801 BKB Pemantauan produk,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,6532755000.0,6532755000.0,7613902000.0,0.0,2095295000.0,0.0,2022
47259,47259,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5801 BKB Pemantauan produk,52 BELANJA BARANG,5221 Belanja Jasa,21000000.0,21000000.0,21000000.0,0.0,317800000.0,0.0,2022
47260,47260,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5801 BKB Pemantauan produk,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,1653904372.0,1723457276.0,1822951000.0,0.0,5779219000.0,0.0,2022
47261,47261,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 AAA Undang-Undang,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,3710975000.0,3710975000.0,3739450000.0,0.0,7071745000.0,0.0,2022
47262,47262,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 AAA Undang-Undang,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,,0.0,,,1406240000.0,0.0,2022
47263,47263,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 ABA Kebijakan Bidang Ekonomi dan Keuangan,52 BELANJA BARANG,5211 Belanja Barang Operasional,,0.0,,,120000000.0,0.0,2022
47264,47264,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 ABA Kebijakan Bidang Ekonomi dan Keuangan,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,6211900000.0,6213345000.0,6263726000.0,0.0,6754843000.0,0.0,2022
47265,47265,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 ABA Kebijakan Bidang Ekonomi dan Keuangan,52 BELANJA BARANG,5221 Belanja Jasa,318154050.0,318154050.0,346434000.0,0.0,21000000.0,0.0,2022
47266,47266,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 ABA Kebijakan Bidang Ekonomi dan Keuangan,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,4381762500.0,4410636000.0,4422354000.0,0.0,12277022000.0,0.0,2022
47267,47267,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5802 ABA Kebijakan Bidang Ekonomi dan Keuangan,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,5437190555.0,5573907900.0,6023488000.0,0.0,2749230000.0,0.0,2022
47268,47268,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5803 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5211 Belanja Barang Operasional,25090000000.0,25090000000.0,29510000000.0,0.0,27960000000.0,23000000000.0,2022
47269,47269,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5803 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,21307306431.0,21409576431.0,25601968000.0,0.0,23953275000.0,0.0,2022
47270,47270,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5803 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5221 Belanja Jasa,584970008.0,590105008.0,880731000.0,0.0,2002900000.0,0.0,2022
47271,47271,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5803 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,230586091803.0,243575591784.0,251585584000.0,0.0,223411133000.0,28373692000.0,2022
47272,47272,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5803 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,69778954352.0,71854575692.0,72591812000.0,0.0,47813997000.0,0.0,2022
47273,47273,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5804 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5211 Belanja Barang Operasional,23799234400.0,23811234400.0,24521116000.0,0.0,12556571000.0,0.0,2022
47274,47274,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5804 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1833006500.0,1841826500.0,1872976000.0,0.0,3186736000.0,0.0,2022
47275,47275,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5804 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5221 Belanja Jasa,1535247827.0,1535247827.0,1741266000.0,0.0,643900000.0,0.0,2022
47276,47276,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5804 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,29045568640.0,33398945084.0,35797346000.0,0.0,20769509000.0,0.0,2022
47277,47277,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5804 ABC Kebijakan Bidang Politik,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,22673270212.0,23393374045.0,24825162000.0,0.0,41468824000.0,9053436000.0,2022
47278,47278,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEC Kerja sama,52 BELANJA BARANG,5211 Belanja Barang Operasional,1518546709.0,1518546709.0,1524137000.0,0.0,1476995000.0,0.0,2022
47279,47279,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEC Kerja sama,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,3266610194.0,3269610194.0,3392468000.0,0.0,2728095000.0,0.0,2022
47280,47280,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEC Kerja sama,52 BELANJA BARANG,5221 Belanja Jasa,1623258660.0,1623258660.0,1634516000.0,0.0,1391710000.0,0.0,2022
47281,47281,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEC Kerja sama,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,6288301193.0,6800708355.0,7344030000.0,0.0,2079194000.0,0.0,2022
47282,47282,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEC Kerja sama,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,43097429259.0,43353900796.0,43524268000.0,0.0,41623160000.0,0.0,2022
47283,47283,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEG Konferensi dan Event,52 BELANJA BARANG,5211 Belanja Barang Operasional,38885037988.0,38885037988.0,39053324000.0,0.0,24914777000.0,6083081000.0,2022
47284,47284,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEG Konferensi dan Event,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,5944571750.0,5944571750.0,5958257000.0,0.0,7099570000.0,2589069000.0,2022
47285,47285,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEG Konferensi dan Event,52 BELANJA BARANG,5221 Belanja Jasa,848160000.0,848160000.0,848160000.0,0.0,211000000.0,84400000.0,2022
47286,47286,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5805 AEG Konferensi dan Event,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,2621242800.0,2739226200.0,2739227000.0,0.0,1039056000.0,471862000.0,2022
47287,47287,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5211 Belanja Barang Operasional,1983892500000.0,1983892500000.0,1987812500000.0,0.0,1995250000000.0,0.0,2022
47288,47288,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,314949476661.0,316966607078.0,337454106000.0,0.0,340304106000.0,0.0,2022
47289,47289,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5806 BMB Komunikasi Publik,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,239030030.0,239176480.0,1004959000.0,0.0,2804959000.0,0.0,2022
47290,47290,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5211 Belanja Barang Operasional,2748487500.0,2748487500.0,3779521000.0,0.0,5158370000.0,0.0,2022
47291,47291,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,7468681500.0,7468681500.0,7523583000.0,0.0,4539325000.0,0.0,2022
47292,47292,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5221 Belanja Jasa,797600000.0,797600000.0,814800000.0,0.0,990000000.0,0.0,2022
47293,47293,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 CF Program Penyelenggaraan Lembaga Legislatif dan Alat Kelengkapan,01 PELAYANAN UMUM,5807 AEA Koordinasi,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,591193430.0,708206140.0,753006000.0,0.0,4334789000.0,0.0,2022
47294,47294,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,51 BELANJA PEGAWAI,5113 Belanja Gaji dan Tunjangan Pejabat Negara,314310136904.0,314310136904.0,317117156000.0,0.0,320335332000.0,0.0,2022
47295,47295,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,51 BELANJA PEGAWAI,5121 Belanja Honorarium,540636598709.0,540891616300.0,541668465000.0,0.0,548214278000.0,0.0,2022
47296,47296,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,111075600000.0,111075600000.0,111716400000.0,0.0,111716400000.0,0.0,2022
47297,47297,002 DEWAN PERWAKILAN RAKYAT,01 RM,002 02 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,6573 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,103190866618.0,103200000000.0,103500000000.0,0.0,103500000000.0,0.0,2022
88971,88971,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,2111645740.0,2111645740.0,2111646000.0,0.0,6042673000.0,0.0,2023
88972,88972,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,4035587500.0,4035587500.0,4035726000.0,0.0,3845111000.0,0.0,2023
88973,88973,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,3593781975.0,3593781975.0,3593783000.0,0.0,130200000.0,0.0,2023
88974,88974,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5781 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,2024581454.0,2072639455.0,2072641000.0,0.0,1265812000.0,0.0,2023
88975,88975,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,1058646240.0,1058646240.0,1061632000.0,0.0,1061632000.0,0.0,2023
88976,88976,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1052163206.0,1068700706.0,1069151000.0,0.0,702168000.0,0.0,2023
88977,88977,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,351373885.0,351373885.0,351374000.0,0.0,173400000.0,0.0,2023
88978,88978,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5782 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,1168771549.0,1212453426.0,1213368000.0,0.0,1258325000.0,0.0,2023
88979,88979,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,198775024.0,198775024.0,198779000.0,0.0,331760000.0,0.0,2023
88980,88980,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1048716000.0,1049828500.0,1071005000.0,0.0,1106348000.0,0.0,2023
88981,88981,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,584710000.0,584710000.0,585766000.0,0.0,857401000.0,0.0,2023
88982,88982,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,645857206.0,682548466.0,682549000.0,0.0,1263102000.0,0.0,2023
88983,88983,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5783 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,2345948590.0,2431703825.0,2431704000.0,0.0,1411192000.0,0.0,2023
88984,88984,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,4861984506.0,4861984506.0,4917088000.0,0.0,5170862000.0,0.0,2023
88985,88985,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,5408222180.0,5408222180.0,5464554000.0,0.0,3515561000.0,0.0,2023
88986,88986,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,1552003750.0,1552003750.0,1556251000.0,0.0,608350000.0,0.0,2023
88987,88987,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,4064370810.0,4268337137.0,4304039000.0,0.0,2404924000.0,0.0,2023
88988,88988,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5784 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5242 Belanja Perjalanan Dinas Luar Negeri,3434088240.0,3671119365.0,3672425000.0,0.0,1156110000.0,0.0,2023
88989,88989,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,95482753815.0,95482753815.0,95731917000.0,0.0,61005018000.0,0.0,2023
88990,88990,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,11507935790.0,11507935790.0,11555569000.0,0.0,14815990000.0,0.0,2023
88991,88991,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,37656259951.0,37662889951.0,37762594000.0,0.0,46046934000.0,0.0,2023
88992,88992,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,3450752460.0,3450752460.0,3460000000.0,0.0,3120000000.0,0.0,2023
88993,88993,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,7753214345.0,8136370074.0,8174115000.0,0.0,9408439000.0,0.0,2023
88994,88994,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,5665391350.0,5665391350.0,5771184000.0,0.0,81791425000.0,0.0,2023
88995,88995,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5785 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,487401000.0,487401000.0,488711000.0,0.0,495368000.0,0.0,2023
88996,88996,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,13319391725.0,13319391725.0,13338925000.0,0.0,11276362000.0,0.0,2023
88997,88997,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,7310559919.0,7311309919.0,7321363000.0,0.0,6178894000.0,0.0,2023
88998,88998,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,9625241941.0,9625241941.0,9662709000.0,0.0,10900647000.0,0.0,2023
88999,88999,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5231 Belanja Pemeliharaan,954170835.0,954170835.0,960036000.0,0.0,1089685000.0,0.0,2023
89000,89000,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,6864512989.0,7024537300.0,7030333000.0,0.0,6172351000.0,0.0,2023
89001,89001,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBA Layanan Dukungan Manajemen Internal,53 BELANJA MODAL,5361 Belanja Modal Fisik Lainnya,499900342.0,499900342.0,500000000.0,0.0,500000000.0,0.0,2023
89002,89002,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,1192048425.0,1192048425.0,1193550000.0,0.0,1209500000.0,0.0,2023
89003,89003,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,289210000.0,289210000.0,289380000.0,0.0,581400000.0,0.0,2023
89004,89004,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5218 Belanja Barang Persediaan,385480800.0,385480800.0,390376000.0,0.0,198900000.0,0.0,2023
89005,89005,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5221 Belanja Jasa,1220199282.0,1220199282.0,1223072000.0,0.0,914100000.0,0.0,2023
89006,89006,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,52 BELANJA BARANG,5241 Belanja Perjalanan Dinas Dalam Negeri,369486070.0,375304570.0,382224000.0,0.0,377504000.0,0.0,2023
89007,89007,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5786 EBD Layanan Manajemen Kinerja Internal,53 BELANJA MODAL,5321 Belanja Modal Peralatan dan Mesin,537961500.0,537961500.0,537962000.0,0.0,585160000.0,0.0,2023
89008,89008,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5211 Belanja Barang Operasional,603546100.0,603546100.0,604847000.0,0.0,532248000.0,0.0,2023
89009,89009,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5212 Belanja Barang Non Operasional,1471062600.0,1471062600.0,1486386000.0,0.0,1849723000.0,0.0,2023
89010,89010,002 DEWAN PERWAKILAN RAKYAT,01 RUPIAH MURNI,002 01 WA Program Dukungan Manajemen,01 PELAYANAN UMUM,5787 EBA Layanan Dukungan Manajemen Internal,52 BELANJA BARANG,5221 Belanja Jasa,514181070.0,514181070.0,514328000.0,0.0,638100000.0,0.0,2023
